Date,Open,High,Low,Close,Adj Close,Volume
5/20/2024,50.700001,50.73,50.200001,50.279999,50.279999,1902600
5/21/2024,49.189999,49.34,49.029999,49.18,49.18,2551100
5/22/2024,48.959999,49.259998,48.68,48.75,48.75,2308100
5/23/2024,48.82,49.220001,48.200001,48.299999,48.299999,2926500
