Date,Open,High,Low,Close,Adj Close,Volume
5/20/2024,87.470001,89.239998,86.949997,88.279999,86.402184,16737200
5/21/2024,86.519997,87.169998,85.32,86.129997,84.297913,16512400
5/22/2024,84.610001,85.129997,82.68,82.68,80.921303,19717800
5/23/2024,81.43,82.940002,80.050003,80.800003,79.081291,23930300
